"resource"	"collection"	"process"	"actor"	"obj"	"sub"	"date"	"value"	"unit"	"value_type"	"reference"	"source"	"description"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	25	"t/y"	"dE"	303	"Zandkopsdrift, South Africa"	
"304c0842-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c1172-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e6fa6-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	25.01	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"303088ce-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25.1	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"305146ae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25.21	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c8eae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25.3	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303226fc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	25.8	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"302c8eae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	26.2	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"303a9d8c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	27	"MJ/kg"	"EE"	54	"World"	"Inventory of Carbon and Energy (ICE)"
"303ecc72-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	27.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30398afa-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30398afa-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30377652-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28.1	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303ecc72-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28.1	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"303b6ca8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28.2	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034f648-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	28.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	29	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30346cbe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	29.2	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303cc44a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	29.2	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"3034f648-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	29.5	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2013-01-01"	30	"t/y"	"dE"	303	"Steenkampskraal, South Africa"	
"304d94e6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	30.3	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"3036877e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	30.8	"MJ/kg"	"EE"	169	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	31	"t/y"	"dE"	303	"Dubbo, Australia"	
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	31.5	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30349310-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	31.7	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303088ce-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	32	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30357b54-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	32	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303cc44a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	32.8	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303088ce-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	33.2	"MJ/kg"	"EE"	300	"Non-EU"	"Inventory of Carbon and Energy (ICE)"
"302b7c76-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	33.5	"MJ/kg"	"EE"	2	"World"	"Inventory of Carbon and Energy (ICE)"
"303226fc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	34.6	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2013-01-01"	35	"t/y"	"dE"	303	"Nolans, Australia"	
"302c8eae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	35.4	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"302c426e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	35.6	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302b4756-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	36	"MJ/kg"	"EE"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"303c1176-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	36	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303252e4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	36.4	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303480a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	36.7	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3033cdb8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	37.07	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303ecc72-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	38	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"30374218-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	39.5	"MJ/kg"	"EE"	2	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	39.6	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c52cc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	40	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034f648-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	40	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"304f71ee-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2011-01-11"	40.6	"kg/MW"	"D"	301	"World"	
"302a7b96-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	42	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d3cc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	42	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	42.5	"kgCO2e/kg"	"ECe"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d1a08-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	42.6	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302a9194-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	44	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302bef12-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	45	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303088ce-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	45.4	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303832fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	48.6	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"305146ae-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	49	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-01"	50	"t/y"	"dE"	303	"Mt. Weld, Australia"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2013-01-01"	50	"t/y"	"dE"	303	"Steenkampskraal, South Africa"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2016-01-01"	50	"t/y"	"dE"	303	"Kvanefjeld, Greenland"	
"302d8138-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	50	"MJ/kg"	"EE"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"304e99b8-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	50.39	"%"	"D/S"	301	"World"	"Strategic Energy Technology scenario"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	50.7	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034454a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	51.6	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304be826-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	52	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"302d62fc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	52	"MJ/kg"	"EE"	169	"World"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	53.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30333aa6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	54.3	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303a2550-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	54.4	"MJ/kg"	"FE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304c0842-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	56	"kt"	"S"	301	"World"	
"303dbd82-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	56.7	"MJ/kg"	"EE"	300	"European Union"	"Inventory of Carbon and Energy (ICE)"
"303d3cc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	57	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	59	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2014-01-01"	60	"t/y"	"dE"	303	"Deep Sands, USA"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2016-01-01"	60	"t/y"	"dE"	303	"Kvanefjeld, Greenland"	
"303bd620-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	62	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304dbdf4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	63	"kt"	"S"	301	"World"	
"304a059c-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	66	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
"3038eda2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	69	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2013-01-01"	70	"t/y"	"dE"	303	"Nolans, Australia"	
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	70	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302d3f34-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	70	"MJ/kg"	"EE"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"303265fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	70	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304dd1f4-7f8e-11e3-bc66-f07bcb4eb64e"	21			"resource"	"collection"	"2011-01-11"	70.8	"kg/MW"	"D"	301	"World"	
"304e33ec-7f8e-11e3-bc66-f07bcb4eb64e"	21			"resource"	"collection"	"2020-01-01"	70.8	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	72	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30393c3a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	72.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302aa508-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	74	"MJ/m^2"	"EE"	94	"World"	"Inventory of Carbon and Energy (ICE)"
"30333aa6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	76.7	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"30377652-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	77.2	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034454a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	78.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2014-01-01"	80	"t/y"	"dE"	303	"Deep Sands, USA"	
"302a9194-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	80	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c426e-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	80.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304bcbc0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	83	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"303a2550-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	83.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304d6ab6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	84	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"30511eea-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	87	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"30357b54-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	88	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c52cc-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	91	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303832fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	95.3	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3039a3a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	95.4	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302c2fc2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	97	"MJ/m^2"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303c6b26-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	97	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304d6ab6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	97.2	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"304c0842-7f8e-11e3-bc66-f07bcb4eb64e"	24			"resource"	"collection"	"2011-01-11"	100	"kg/MW"	"D"	301	"World"	
"304dbdf4-7f8e-11e3-bc66-f07bcb4eb64e"	24			"resource"	"collection"	"2011-01-11"	100	"kg/MW"	"D"	301	"World"	
"303d4c12-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	100	"MJ/kg"	"EE"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"3033cdb8-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	101.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303d603a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	103.75	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303b9840-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	106	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3039f738-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	106.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303480a0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	112.9	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2030-01-01"	118.48	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2030-01-01"	118.48	"kt"	"D"	301	"World"	"Strategic Energy Technology scenario"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	120.5	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e0be2-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	128.2	"MJ/kg"	"EE"	148	"World"	"Inventory of Carbon and Energy (ICE)"
"30343168-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	130	"MJ/m^2"	"EE"	277	"World"	"Inventory of Carbon and Energy (ICE)"
"302b2af0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	134	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304dd1f4-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2011-01-11"	136.6	"kg/MW"	"D"	301	"World"	
"303d1a08-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	137	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"303bc02c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	138.6	"kgCO2/kg"	"EC"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2015-01-01"	140	"t/y"	"dE"	303	"Thor Lake, Canada"	
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	157.1	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304c5e64-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	164	"MJ/kg"	"EE"	114	"World"	"Inventory of Carbon and Energy (ICE)"
"303ff840-7f8e-11e3-bc66-f07bcb4eb64e"						"2007-01-01"	173	"TWh"	"EN"	302	"World"	"2007 Energy Mis"
"303ff840-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	174	"TWh"	"EN"	302	"World"	"CCS retrofit scenario"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2016-01-01"	180	"t/y"	"dE"	303	"Strange Lake, Canada"	
"30343168-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	180	"MJ/m^2"	"EE"	277	"World"	"Inventory of Carbon and Energy (ICE)"
"303bd620-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	200	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"3034bf5c-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	217	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304aff24-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	218	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2016-01-01"	220	"t/y"	"dE"	303	"Strange Lake, Canada"	
"304bcbc0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	228	"kgCO2/kg"	"EC"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"30343168-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	230	"MJ/m^2"	"EE"	277	"World"	"Inventory of Carbon and Energy (ICE)"
"304dd1f4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	234	"kt"	"S"	301	"World"	
"304d80b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	250	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	258	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304e6fa6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	261	"kt"	"S"	301	"World"	
"302ec2b4-7f8e-11e3-bc66-f07bcb4eb64e"						"2015-01-01"	320	"t/y"	"dE"	303	"Thor Lake, Canada"	
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	361	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304d94e6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	378	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"304e6fa6-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	463.1	"kg/MW"	"D"	301	"World"	
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2011-01-11"	663.4	"kg/MW"	"D"	301	"World"	
"304bb9f0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	745	"MJ/kg"	"EE"	300	"World"	"Inventory of Carbon and Energy (ICE)"
"304a58e4-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	853	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"302c20fe-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	853	"MJ/kg"	"EE"	1	"World"	"Inventory of Carbon and Energy (ICE)"
"304a289c-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	863	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
"30501e3c-7f8e-11e3-bc66-f07bcb4eb64e"						"2012-01-01"	1000	"t/y"	"dE"	303	"Dubbo, Australia"	
"304a059c-7f8e-11e3-bc66-f07bcb4eb64e"						"2007-01-01"	1112	"TWh"	"EN"	302	"World"	"2007 Energy Mis"
	27					"2007-01-01"	1123	"TWh"	"EN"	302	"World"	"CCS retrofit scenario"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"	24			"resource"	"collection"	"2011-01-11"	1145	"kg/MW"	"D"	301	"World"	
"30501e3c-7f8e-11e3-bc66-f07bcb4eb64e"						"2015-01-01"	1400	"t/y"	"dE"	303	"Dubbo, Australia"	
"304d6ab6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	1470	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"304c9384-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	1550	"kt"	"S"	301	"World"	
"304d6ab6-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	1610	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	1986	"TWh"	"EN"	302	"World"	"Low-carbon"
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	22			"resource"	"collection"	"2011-01-11"	2194.1	"kg/MW"	"D"	301	"World"	
"304cac20-7f8e-11e3-bc66-f07bcb4eb64e"	23			"resource"	"collection"	"2011-01-11"	2194.1	"kg/MW"	"D"	301	"World"	
"3044d572-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	2342	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
"303b006a-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	2355	"MJ/kg"	"EE"	167	"World"	"Inventory of Carbon and Energy (ICE)"
"303ff840-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	2549	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	2591	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
	26					"2050-01-01"	2689	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
	25					"2050-01-01"	2694	"TWh"	"EN"	302	"World"	"IEA BLUE Map scenario"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2007-01-01"	2720	"TWh"	"EN"	302	"World"	"2007 Energy Mis"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	2747	"TWh"	"EN"	302	"World"	"CCS retrofit scenario"
"30501e3c-7f8e-11e3-bc66-f07bcb4eb64e"						"2014-01-01"	3000	"t/y"	"dE"	303	"Hoidas Lake, Canada"	
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2007-01-01"	3097	"TWh"	"EN"	302	"World"	"2007 Energy Mis"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	3128	"TWh"	"EN"	302	"World"	"CCS retrofit scenario"
"304bcbc0-7f8e-11e3-bc66-f07bcb4eb64e"						"2011-01-11"	3710	"MJ/kg"	"EE"	22	"World"	"Inventory of Carbon and Energy (ICE)"
"3047ee06-7f8e-11e3-bc66-f07bcb4eb64e"						"2050-01-01"	3971	"TWh"	"EN"	302	"World"	"Low-carbon"
